,URSI,site,anat_snr,anat_cnr,anat_efc,anat_fber,anat_qi1,anat_fwhm
0,sub_A00040151,NFB,20.8147279684,8.71863118422,0.429294184493,655.562303851,0.376348599114,4.03043332906
1,sub_A00039431,NFB,18.0207466994,7.52018102266,0.44178416807,372.539182398,0.308481316635,3.9921520627
2,sub_A00037848,NFB,21.3831831777,8.17359253,0.506042101261,606.498483121,0.311735731962,3.69789232842
3,sub_A00040193,NFB,21.5249114138,8.46079311726,0.427113101278,552.820265566,0.329732767136,4.17889824037
4,sub_A00028185,NFB,21.8945323784,9.76379816902,0.456513333762,766.762758672,0.259496095029,3.43220353928
5,sub_A00035840,NFB,21.2153877428,10.23444102,0.416512460239,656.461847864,0.316812780104,3.57697832851
6,sub_A00035827,NFB,22.3512453372,8.84333027464,0.493228133517,717.489952105,0.454524424093,3.6580710111
7,sub_A00039391,NFB,19.7725124957,6.25231685941,0.463937531131,492.11952382,0.423942195234,4.50425900349
8,sub_A00038642,NFB,22.1459954555,8.77564367916,0.477494874754,762.214437273,0.426267279069,4.22518977172
9,sub_A00040524,NFB,22.0488040476,8.83192455018,0.450575963017,496.612188371,0.339470666352,3.73230346676
10,sub_A00040573,NFB,21.9296914602,8.54984556234,0.464041098735,565.724757639,0.443935919989,4.29077194122
11,sub_A00033747,NFB,24.240463743,11.2046860836,0.431371295939,809.126981005,0.204292680586,3.65646095784
12,sub_A00032875,NFB,23.0925773926,9.73538834637,0.438651788224,560.622624344,0.431319589986,3.62375987607
13,sub_A00037112,NFB,20.7110530679,7.68251035289,0.429944151199,651.776535726,0.426158972204,4.3005022631
14,sub_A00037511,NFB,22.7302887182,10.2682087254,0.469392866251,707.055209046,0.27870940488,3.34516065985
15,sub_A00038998,NFB,21.2775671002,8.70629268158,0.472837406872,654.260629452,0.337453109069,3.90630922297
16,sub_A00040623,NFB,21.0502210376,7.5455025195,0.458395973876,451.884272394,0.460203491715,4.44593707417
17,sub_A00028352,NFB,20.6062114433,8.3943300438,0.419277159533,523.768009651,0.291602729694,3.97679155456
18,sub_A00035072,NFB,19.2167513657,7.05970008955,0.431878086747,505.857726357,0.214066242204,4.12456644304
19,sub_A00034854,NFB,20.6627084212,7.66555787361,0.439118961037,523.71525611,0.355832016494,4.0672445468
20,sub_A00043299,NFB,21.7771041077,8.29822779943,0.406480481127,584.511418951,0.260557447879,4.31045259226
21,sub_A00043998,NFB,22.2396901083,11.3164262316,0.447018356885,869.123069611,0.283982501401,3.46778471632
22,sub_A00043704,NFB,25.7491680134,11.7637971504,0.43893381921,870.923407621,0.31083659252,3.35888111373
23,sub_A00052125,NFB,19.3836373909,8.3038147098,0.481410805132,493.932105906,0.465193700657,3.91017935099
24,sub_A00052340,NFB,19.3635664253,8.51686423337,0.435768220669,534.823661944,0.424768320224,3.96848127965
25,sub_A00043721,NFB,21.3165941441,9.16403527524,0.43394923674,602.884734718,0.318185852557,3.51180617258
26,sub_A00043520,NFB,21.817137717,8.9565279453,0.465892483325,737.946178638,0.279192580185,3.92357979429
27,sub_A00051548,NFB,20.0634336316,8.48867269476,0.434562424316,400.80812079,0.475532546225,3.80491586882
28,sub_A00052500,NFB,22.6267304479,8.96652996135,0.474134814243,846.438148384,0.298858672483,3.32780008555
29,sub_A00051539,NFB,19.610110035,6.59810797053,0.453646293096,325.124416203,0.393060722399,4.75223720675
30,sub_A00051676,NFB,22.0325843991,8.91906320777,0.463686813328,607.520111206,0.319914969919,3.65229081989
31,sub_A00051927,NFB,25.2339063856,12.780581161,0.401226420804,844.079111485,0.366322440053,3.34456064
32,sub_A00050940,NFB,19.6058976897,7.74892409701,0.494810814906,597.290582857,0.353576915474,3.56266785511
33,sub_A00040628,NFB,23.9249154211,11.8119505108,0.460390905922,836.743117683,0.284547147753,3.5771383338
34,sub_A00043677,NFB,19.8496297784,9.03959057135,0.470995856994,552.896944411,0.313765828922,3.37667170225
35,sub_A00052181,NFB,25.0185956218,12.1843404244,0.453825642036,800.982419256,0.336832707536,3.53738701881
36,sub_A00040944,NFB,17.613873273,7.35875615423,0.452804468407,372.441286337,0.43826448612,3.62621995745
37,sub_A00043722,NFB,22.2909029294,10.6663902243,0.460246516453,762.087104465,0.276450606503,3.37060150145
38,sub_A00040640,NFB,22.9145818794,10.1519051316,0.468960819506,728.288001282,0.368606702962,3.65907104418
39,sub_A00045590,NFB,21.7816907333,8.54062416209,0.44525056735,579.824056846,0.330727421388,3.7277433159
40,sub_A00053455,NFB,22.8010273767,9.46089130157,0.439847908566,774.709808968,0.28211348636,3.72449320839
41,sub_A00055806,NFB,24.0013389042,10.023992568,0.433698485257,565.137779502,0.334675665547,3.93974032889
42,sub_A00055373,NFB,23.0348211553,11.896712307,0.497348768079,876.832052821,0.287316974552,3.77094474503
43,sub_A00053473,NFB,22.0947871458,7.72603057666,0.504081075343,748.015625427,0.259318340883,3.78282513804
44,sub_A00054019,NFB,24.2364713164,11.782951293,0.436448163038,1022.06054367,0.295007868873,3.42388326404
45,sub_A00053850,NFB,22.8703692797,10.1230055732,0.448028753368,955.178779548,0.36485375823,3.45320423399
46,sub_A00054857,NFB,23.0762520789,10.1531717203,0.418661782723,719.686316469,0.266254624187,3.4072227129
47,sub_A00055738,NFB,22.5236779852,8.98657078772,0.440144027711,598.031868588,0.35232226871,3.87987834862
48,sub_A00053902,NFB,20.9881071478,10.4284606743,0.472302229349,468.84204251,0.414933268395,3.73879368146
49,sub_A00055447,NFB,21.8812024063,7.87283950973,0.478893029928,809.992148812,0.321486727275,3.47172484666
50,sub_A00053851,NFB,23.145347132,9.5617721596,0.436442706794,627.526484116,0.407888181168,3.81870632501
51,sub_A00053475,NFB,24.0533225409,10.4309009236,0.45008213921,811.711942452,0.340125669116,3.44280388994
52,sub_A00054914,NFB,19.6423298512,8.03194141339,0.441299943211,522.493136952,0.257239056743,3.97532150593
53,sub_A00055542,NFB,22.8292202886,8.97570370574,0.419590321022,639.23920029,0.262117576458,3.54753735459
54,sub_A00054504,NFB,21.5291272411,8.19017299348,0.417847657156,494.719001368,0.267010466472,4.01331276271
55,sub_A00055121,NFB,21.8644954901,10.4434302036,0.480647497606,655.22675886,0.320483076376,3.65325085165
56,sub_A00052560,NFB,18.107702916,6.94586732547,0.555793104061,640.817646643,0.421120771125,3.90343912802
57,sub_A00055446,NFB,25.5145819362,10.9381763211,0.438091435685,773.979328025,0.257904204629,3.62182981222
58,sub_A00054441,NFB,20.0546755737,9.62507404186,0.435612515617,642.131238619,0.424537909999,3.52317654872
59,sub_A00055763,NFB,20.6445535692,7.98183838436,0.484944106113,984.543931568,0.358196295541,3.39102217697
60,sub_A00057005,NFB,24.6227097503,11.4987518898,0.486678579056,751.989238661,0.330064325113,3.42604333549
61,sub_A00057965,NFB,23.6384168589,10.3963898672,0.452503499267,819.977007471,0.232990683831,3.53585696819
62,sub_A00057372,NFB,21.5563474851,9.67409048409,0.472622087298,499.480272991,0.301595390445,3.62660997035
63,sub_A00058214,NFB,22.6521859156,9.47202572783,0.463342901523,767.48317529,0.393213228497,4.13008662565
64,sub_A00057786,NFB,24.0978497637,12.4734577683,0.414685561388,737.984392572,0.377589509162,3.51670633468
65,sub_A00056949,NFB,25.9162407916,12.7730308938,0.434824636839,775.224351288,0.306869967536,3.58129847142
66,sub_A00056452,NFB,24.0684531943,10.6097590777,0.397512873857,590.778849017,0.289888131298,3.36808141808
67,sub_A00056898,NFB,21.2123318205,9.82013351745,0.443375202228,491.006803076,0.340301040961,3.4998057756
68,sub_A00057808,NFB,23.3783909046,10.6802224939,0.423622081537,539.007992273,0.414498552749,3.81562622312
69,sub_A00058218,NFB,23.444321468,12.0178581988,0.417575282778,828.446235334,0.324025610227,3.34238056788
70,sub_A00057182,NFB,25.4959890121,10.3001601095,0.452960333145,775.706125871,0.447165498958,3.80805597269
71,sub_A00057444,NFB,14.6692013494,7.10190374606,0.465107457728,195.325163363,0.561598528568,3.62124979304
72,sub_A00056556,NFB,19.907870195,8.5439572233,0.537088154882,964.413988895,0.237878632151,3.88618855736
73,sub_A00056306,NFB,23.1941022799,9.54336870932,0.409567368289,689.862257302,0.267810675765,3.65039075704
74,sub_A00058503,NFB,20.9647101684,10.1544109039,0.427239908442,614.679926521,0.34755799307,3.41370292727
75,sub_A00056627,NFB,22.0445365925,10.0217143518,0.441719838274,485.695683407,0.422802294811,3.5598077605
76,sub_A00057035,NFB,25.9495761398,12.0824477185,0.473104420782,902.271787034,0.299755806265,3.51777637008
77,sub_A00057203,NFB,23.8921452752,10.1524524345,0.419994083115,561.038208934,0.329283454975,3.4239032647
78,sub_A00057235,NFB,19.4591763332,9.66378856485,0.438519582475,472.651028547,0.359138229714,3.64734065614
79,sub_A00056097,NFB,21.7466254179,9.20422617254,0.458509578275,634.745868848,0.320277036767,3.59328886807
80,sub_A00059428,NFB,24.1960651084,10.3375519845,0.432499930217,603.637088678,0.266100007334,3.67833168134
81,sub_A00059344,NFB,21.5898461613,8.61186751559,0.512770717268,689.872415045,0.299922958628,3.67386153346
82,sub_A00060006,NFB,14.7571622402,4.2110811387,0.511122392543,338.324116472,0.449673029592,4.34701380173
83,sub_A00060480,NFB,19.0209349741,6.34533772445,0.494601658867,477.253355051,0.367183676709,4.05477413427
84,sub_A00060093,NFB,22.6510989688,8.96827468036,0.467834940045,793.369638967,0.224626405753,3.61251950423
85,sub_A00058999,NFB,25.8570875074,9.94804889536,0.400262989484,788.383836632,0.385511812997,4.03482347429
86,sub_A00058952,NFB,25.2719109442,10.7141369307,0.431539024936,834.350486235,0.241532096837,3.4996457703
87,sub_A00060430,NFB,24.2965132467,10.3220858578,0.39385102651,845.802794974,0.417021577995,3.56806803375
88,sub_A00059845,NFB,20.854316864,7.5979180496,0.458280180243,604.907537716,0.302559035486,3.95929097563
89,sub_A00060372,NFB,18.4850879726,7.69855066586,0.443387226175,368.662321962,0.470601413812,3.82700659959
90,sub_A00060471,NFB,21.7892729825,8.58981084694,0.4627951552,812.77760502,0.415572118764,3.79597557307
91,sub_A00058552,NFB,20.8674603969,10.7151943759,0.436858088666,496.001083983,0.458186923722,3.35975114251
92,sub_A00060407,NFB,21.7368321583,7.93309502485,0.515602565885,668.212747761,0.278866120238,3.92265976385
93,sub_A00059756,NFB,23.8142542044,11.1745048061,0.417869482134,633.101368051,0.305359475102,3.59654897592
94,sub_A00060259,NFB,23.7509771077,10.4503107464,0.425892249732,632.251702225,0.254372097862,3.66691130354
95,sub_A00060169,NFB,22.1780064189,8.58401715261,0.436552943141,612.385744061,0.348865303468,4.16379774084
96,sub_A00059346,NFB,21.5793744237,10.1049503121,0.406335250718,455.846846136,0.448775875182,3.6905220846
97,sub_A00059911,NFB,22.1238912153,8.40427792183,0.429153366233,494.641066012,0.352995530183,4.17739819075
98,sub_A00060279,NFB,20.4424326047,7.93785353043,0.418289815043,490.546598249,0.293729525974,3.89217875552
99,sub_A00058667,NFB,23.2821783671,10.8016079316,0.412158949702,546.664879707,0.339936029659,3.33841043655
100,sub_A00062917,NFB,23.8812929806,11.0531522538,0.423990512762,730.69602476,0.26098913061,3.58580862062
101,sub_A00060848,NFB,18.737726018,7.82609795068,0.481405563156,559.030284438,0.441487983988,4.29762216782
102,sub_A00061709,NFB,18.1631835519,7.55801532156,0.506934617329,356.623937406,0.448780458203,3.61301952077
103,sub_A00061387,NFB,23.6637224058,8.85875510217,0.519154253882,797.326157978,0.41998002221,3.80773596211
104,sub_A00060516,NFB,21.8277316118,10.4130768019,0.520481927568,689.590636319,0.322286919498,4.05256406116
105,sub_A00062282,NFB,20.7893446165,7.36772660244,0.535209909593,682.491881256,0.260787460189,3.61453957106
106,sub_A00061806,NFB,18.5831280652,5.72607841911,0.532391338788,568.211479998,0.378400840475,4.10964594946
107,sub_A00062210,NFB,23.7801169588,10.6897669643,0.404592418449,626.7844082,0.291739770776,3.68945204921
108,sub_A00062266,NFB,17.3213854372,5.41782808573,0.467337074575,414.893676571,0.304526682616,4.48969852182
109,sub_A00060632,NFB,23.2347601545,8.82455556288,0.489072529725,827.386552462,0.245879347934,3.52204651133
110,sub_A00062934,NFB,20.289212336,8.28088091683,0.480117956817,570.067267786,0.273684175791,3.70031240847
111,sub_A00060925,NFB,19.5234977695,7.48463118775,0.453082602154,520.395058139,0.264765112701,4.18359839585
112,sub_A00062248,NFB,25.5867090979,11.0758002302,0.412048645994,859.070610548,0.283899965344,3.60451923958
113,sub_A00062942,NFB,22.7745725772,9.09034068429,0.44044161776,628.024691465,0.348768500469,3.96528117379
114,sub_A00061204,NFB,25.0406984445,9.63470721776,0.44191393912,771.083438694,0.245404687391,3.33978048187
115,sub_A00061276,NFB,23.0899393113,9.76956009472,0.419857575961,667.535829857,0.316715939314,3.45310423068
116,sub_A00063008,NFB,18.5930684119,7.73498133817,0.499663830854,524.715725496,0.299759458013,4.6819648821
117,sub_A00062351,NFB,20.4637647809,8.10285897902,0.5114340513,582.180993307,0.261887553771,3.91039935827
118,sub_A00062288,NFB,22.4632574918,8.84007065148,0.472375573503,823.282888911,0.317997167989,3.55942774793
119,sub_A00061711,NFB,24.0892018603,9.06483904509,0.445341437397,813.889938538,0.248348333674,3.57943840989
